Question Number	Concept	Concept Mask	Questionnaire 	n_sentences	n_tokens	ttr_form_chunks_100	ttr_lemma_chunks_100	tokens_per_sent	char_per_tok	upos_dist_INTJ	upos_dist_ADV	upos_dist_NOUN	upos_dist_DET	upos_dist_SYM	upos_dist_PRON	upos_dist_PUNCT	upos_dist_PROPN	upos_dist_AUX	upos_dist_PART	upos_dist_X	upos_dist_NUM	upos_dist_VERB	upos_dist_SCONJ	upos_dist_ADJ	upos_dist_ADP	upos_dist_CCONJ	xpos_dist_AFX	xpos_dist_NN	xpos_dist_POS	xpos_dist_TO	xpos_dist_RBS	xpos_dist_PDT	xpos_dist_UH	xpos_dist_WP$	xpos_dist_CC	xpos_dist_NNPS	xpos_dist_.	xpos_dist_VBZ	xpos_dist_,	xpos_dist_DT	xpos_dist_''	xpos_dist_VBP	xpos_dist_FW	xpos_dist_JJS	xpos_dist_NFP	xpos_dist_MD	xpos_dist_$	xpos_dist_-RRB-	xpos_dist_PRP	xpos_dist_:	xpos_dist_``	xpos_dist_RBR	xpos_dist_LS	xpos_dist_VBG	xpos_dist_RP	xpos_dist_WP	xpos_dist_IN	xpos_dist_EX	xpos_dist_-LRB-	xpos_dist_VB	xpos_dist_SYM	xpos_dist_JJ	xpos_dist_CD	xpos_dist_WDT	xpos_dist_VBN	xpos_dist_JJR	xpos_dist_PRP$	xpos_dist_WRB	xpos_dist_VBD	xpos_dist_HYPH	xpos_dist_RB	xpos_dist_NNS	xpos_dist_NNP	lexical_density	verbs_mood_dist_Ind	verbs_mood_dist_Imp	verbs_tense_dist_Past	verbs_tense_dist_Pres	verbs_form_dist_Part	verbs_form_dist_Ger	verbs_form_dist_Fin	verbs_form_dist_Inf	verbs_num_pers_dist_Sing+3	verbs_num_pers_dist_+	aux_mood_dist_Ind	aux_tense_dist_Pres	aux_tense_dist_Past	aux_form_dist_Fin	aux_form_dist_Inf	aux_form_dist_Ger	aux_form_dist_Part	aux_num_pers_dist_+	aux_num_pers_dist_Sing+3	verbal_head_per_sent	verbal_root_perc	avg_token_per_clause	avg_links_len	max_links_len	avg_max_links_len	avg_max_depth	dep_dist_cc:preconj	dep_dist_nmod	dep_dist_nsubj	dep_dist_obj	dep_dist_aux:pass	dep_dist_obl:tmod	dep_dist_amod	dep_dist_aux	dep_dist_obl	dep_dist_advcl	dep_dist_mark	dep_dist_ccomp	dep_dist_nmod:poss	dep_dist_det	dep_dist_acl	dep_dist_goeswith	dep_dist_obl:npmod	dep_dist_cop	dep_dist_xcomp	dep_dist_fixed	dep_dist_conj	dep_dist_flat	dep_dist_parataxis	dep_dist_case	dep_dist_acl:relcl	dep_dist_punct	dep_dist_list	dep_dist_expl	dep_dist_csubj	dep_dist_appos	dep_dist_compound:prt	dep_dist_nsubj:pass	dep_dist_det:predet	dep_dist_root	dep_dist_cc	dep_dist_nummod	dep_dist_discourse	dep_dist_advmod	dep_dist_compound	subj_pre	subj_post	obj_pre	obj_post	n_prepositional_chains	avg_prepositional_chain_len	prep_dist_2	prep_dist_3	prep_dist_1	prep_dist_4	prep_dist_5	subordinate_dist_2	subordinate_dist_4	subordinate_dist_3	subordinate_dist_1	avg_subordinate_chain_len	principal_proposition_dist	subordinate_proposition_dist	subordinate_pre	subordinate_post	verb_edges_dist_2	verb_edges_dist_4	verb_edges_dist_5	verb_edges_dist_0	verb_edges_dist_1	verb_edges_dist_3	verb_edges_dist_6	avg_verb_edges
5	Arithmetic	q48w	Simple Wikipedia	5	73	0	0	14.6	5.606557377	0	0	0.2739726027	0.06849315068	0	0.02739726027	0.1643835616	0.01369863014	0.05479452055	0.01369863014	0	0.01369863014	0.1095890411	0.01369863014	0.1095890411	0.05479452055	0.08219178082	0	0.1232876712	0	0	0	0	0	0	0.08219178082	0	0.06849315068	0.02739726027	0.09589041096	0.06849315068	0	0.05479452055	0	0.01369863014	0	0	0	0	0.02739726027	0	0	0	0	0.04109589041	0	0	0.06849315068	0	0	0.01369863014	0	0.08219178082	0.01369863014	0	0.01369863014	0.01369863014	0	0	0.01369863014	0	0.01369863014	0.1506849315	0.01369863014	0.606557377	1	0	0.5	0.5	0.125	0.375	0.375	0.125	0	1	1	1	0	1	0	0	0	0.5	0.5	2.2	0.8	6.636363636	2.321428571	12	2.4	3.2	0	0.01369863014	0.09589041096	0.04109589041	0	0	0.09589041096	0.01369863014	0.04109589041	0	0.01369863014	0	0	0.06849315068	0.02739726027	0	0	0.04109589041	0.01369863014	0	0.1232876712	0	0	0.05479452055	0.01369863014	0.1643835616	0	0	0	0	0	0	0	0.06849315068	0.08219178082	0.01369863014	0	0.01369863014	0	1	0	0	1	1	1	0	0	1	0	0	0	0	0	1	1	0.5714285714	0.4285714286	0	1	0.25	0.25	0	0.125	0.25	0.125	0	2.125
5	Arithmetic	q482	English Wikipedia	3	103	0	0	34.33333333	5.208791209	0	0.02912621359	0.3009708738	0.09708737864	0	0.01941747573	0.1165048544	0.01941747573	0.05825242718	0.01941747573	0	0.009708737864	0.04854368932	0	0.07766990291	0.1553398058	0.04854368932	0	0.2330097087	0	0.01941747573	0	0	0	0	0.04854368932	0	0.02912621359	0.03883495146	0.06796116505	0.09708737864	0	0.009708737864	0	0	0	0	0	0	0.009708737864	0	0	0	0	0	0	0	0.1553398058	0	0	0.01941747573	0	0.05825242718	0.009708737864	0.009708737864	0.02912621359	0.01941747573	0	0	0.009708737864	0.01941747573	0.02912621359	0.06796116505	0.01941747573	0.5384615385	1	0	0.75	0.25	0.6	0	0.2	0.2	1	0	1	0.8	0.2	0.8333333333	0.1666666667	0	0	0.4	0.6	2.333333333	1	14.71428571	2.886363636	17	5.666666667	5	0	0.09708737864	0.02912621359	0	0.02912621359	0	0.06796116505	0	0.04854368932	0	0.01941747573	0	0	0.09708737864	0	0	0	0.02912621359	0.01941747573	0	0.07766990291	0	0.009708737864	0.1553398058	0.009708737864	0.1165048544	0	0	0	0.009708737864	0	0.02912621359	0	0.02912621359	0.04854368932	0	0	0.02912621359	0.04854368932	1	0	0	0	8	1.25	0.25	0	0.75	0	0	0	0	0	1	1	0.6	0.4	0	1	0.4	0	0.4	0	0	0	0.2	4
1	Circle	d843	Specialised Encyclopaedia	8	155	1	1	19.375	4.234042553	0	0.01290322581	0.2709677419	0.2064516129	0	0.04516129032	0.09032258065	0.006451612903	0.05806451613	0	0	0.01935483871	0.09032258065	0	0.04516129032	0.1483870968	0.006451612903	0	0.2258064516	0	0	0	0	0	0	0.006451612903	0	0.05161290323	0.03870967742	0.01290322581	0.2	0	0.03870967742	0	0	0	0	0	0.01290322581	0.01935483871	0	0	0	0	0.01290322581	0	0	0.1483870968	0	0.01290322581	0	0	0.04516129032	0.01935483871	0.02580645161	0.05161290323	0	0.006451612903	0	0.006451612903	0	0.01290322581	0.04516129032	0.006451612903	0.4680851064	1	0	0.75	0.25	0.5714285714	0.1428571429	0.2857142857	0	0.5	0.5	1	1	0	1	0	0	0	0.5555555556	0.4444444444	1.875	0.875	10.33333333	2.827067669	24	3	4.375	0	0.09032258065	0.03870967742	0.01290322581	0.03870967742	0	0.03870967742	0	0.04516129032	0	0	0.006451612903	0.006451612903	0.2064516129	0.01935483871	0	0	0.01935483871	0.03870967742	0.01290322581	0.01290322581	0	0	0.1419354839	0.01290322581	0.09032258065	0	0	0	0.01935483871	0	0.03870967742	0	0.05161290323	0.01290322581	0.01935483871	0	0	0.02580645161	1	0	0	1	12	1.166666667	0.1666666667	0	0.8333333333	0	0	0	0	0	1	1	0.5384615385	0.4615384615	0.5	0.5	0.1428571429	0.07142857143	0	0.1428571429	0.1428571429	0.5	0	2.214285714
1	Circle	d84w	Simple Wikipedia	5	75	0	0	15	3.811594203	0	0.01333333333	0.3066666667	0.28	0	0	0.08	0.01333333333	0.05333333333	0.01333333333	0	0.01333333333	0.01333333333	0	0.04	0.1733333333	0	0	0.2933333333	0.01333333333	0	0	0	0	0	0	0.01333333333	0.06666666667	0.04	0.01333333333	0.28	0	0.02666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1733333333	0	0	0	0	0.04	0.01333333333	0	0	0	0	0	0	0	0.01333333333	0.01333333333	0	0.4202898551	1	0	0	1	0	0	1	0	0	1	1	1	0	1	0	0	0	0.25	0.75	1	1	15	2.421875	11	2.2	3.2	0	0.1466666667	0.06666666667	0.01333333333	0	0	0.02666666667	0	0.01333333333	0	0	0	0.01333333333	0.28	0	0	0	0.05333333333	0	0	0.01333333333	0	0	0.1866666667	0	0.08	0	0	0	0	0	0	0	0.06666666667	0	0.01333333333	0	0.01333333333	0.01333333333	1	0	0	1	8	1.375	0.375	0	0.625	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	3
1	Circle	d842	English Wikipedia	4	114	1	1	28.5	4.421568627	0	0.0350877193	0.2280701754	0.201754386	0	0.04385964912	0.1052631579	0.01754385965	0.0701754386	0	0	0.008771929825	0.07894736842	0.02631578947	0.04385964912	0.1140350877	0.02631578947	0	0.2105263158	0	0	0	0	0	0	0.02631578947	0	0.0350877193	0.07894736842	0.06140350877	0.201754386	0	0.008771929825	0	0	0	0	0	0	0.01754385965	0.008771929825	0	0	0	0.008771929825	0.008771929825	0	0.1315789474	0	0	0	0	0.04385964912	0.008771929825	0.02631578947	0.05263157895	0	0	0.008771929825	0	0	0.02631578947	0.01754385965	0.01754385965	0.4509803922	1	0	0.75	0.25	0.6666666667	0.1111111111	0.2222222222	0	1	0	1	1	0	1	0	0	0	0.125	0.875	3	0.75	9.5	2.908163265	21	5.25	5.75	0	0.05263157895	0.08771929825	0.008771929825	0.008771929825	0	0.04385964912	0	0.0350877193	0.008771929825	0.02631578947	0	0	0.201754386	0.02631578947	0	0	0.06140350877	0.008771929825	0	0.02631578947	0	0.01754385965	0.1052631579	0.02631578947	0.1052631579	0	0	0	0.01754385965	0.008771929825	0.008771929825	0	0.0350877193	0.02631578947	0.008771929825	0	0.02631578947	0.01754385965	0.8181818182	0.1818181818	0	1	5	1.2	0.2	0	0.8	0	0	0	0	0.1428571429	0.8571428571	1.285714286	0.25	0.75	0	1	0.1111111111	0.1111111111	0	0.3333333333	0.1111111111	0.3333333333	0	1.777777778
1	Cone	d9h3	Specialised Encyclopaedia	4	129	1	1	32.25	4.094017094	0	0.04651162791	0.2403100775	0.2015503876	0	0	0.09302325581	0.03100775194	0.04651162791	0	0	0.03100775194	0.09302325581	0	0.04651162791	0.1395348837	0.03100775194	0	0.2170542636	0	0	0	0	0	0	0.03100775194	0	0.03100775194	0.04651162791	0.02325581395	0.2015503876	0	0	0	0	0	0	0	0.007751937984	0	0	0	0	0	0.04651162791	0	0	0.1395348837	0	0.007751937984	0	0	0.04651162791	0.03100775194	0	0.04651162791	0	0	0	0	0.02325581395	0.04651162791	0.02325581395	0.03100775194	0.5042735043	0	0	1	0	0.5	0.5	0	0	0	0	1	1	0	1	0	0	0	0	1	3.25	0.75	9.923076923	2.840707965	16	4	6	0	0.09302325581	0.02325581395	0.02325581395	0.03100775194	0	0.05426356589	0	0.04651162791	0	0	0	0	0.2015503876	0.02325581395	0	0	0.01550387597	0.01550387597	0	0.03875968992	0	0	0.1395348837	0	0.09302325581	0	0	0.007751937984	0.02325581395	0	0.01550387597	0	0.03100775194	0.03100775194	0.007751937984	0	0.05426356589	0.03100775194	1	0	0	1	11	1.090909091	0.09090909091	0	0.9090909091	0	0	0	0	0	1	1	0.375	0.625	0.4	0.6	0.08333333333	0.25	0.1666666667	0.08333333333	0.4166666667	0	0	2.416666667
1	Cone	d9hw	Simple Wikipedia	4	128	1	1	32	3.747826087	0	0.0078125	0.265625	0.1796875	0	0.0390625	0.1015625	0	0.0703125	0.03125	0	0.0234375	0.0625	0	0.078125	0.109375	0.03125	0	0.203125	0.015625	0	0	0	0	0	0.03125	0	0.03125	0.0859375	0.0625	0.1796875	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0078125	0	0	0.109375	0	0	0.0078125	0	0.0703125	0.0234375	0.03125	0.03125	0.0078125	0.0078125	0.0078125	0	0.0078125	0.015625	0.0625	0	0.4608695652	1	0	0.6666666667	0.3333333333	0.5	0.125	0.25	0.125	1	0	1	1	0	1	0	0	0	0	1	2.5	1	12.8	3.216216216	21	5.25	5.25	0	0.0546875	0.0625	0.03125	0.0234375	0	0.0703125	0.0078125	0.0390625	0.0078125	0.0078125	0	0.0234375	0.171875	0.015625	0	0	0.0390625	0.0078125	0	0.03125	0	0.0078125	0.125	0.03125	0.1015625	0	0	0	0.015625	0	0.0234375	0	0.03125	0.03125	0.0078125	0	0.015625	0.015625	1	0	0	1	3	2	0.3333333333	0.3333333333	0.3333333333	0	0	0	0	0	1	1	0.3636363636	0.6363636364	0.2857142857	0.7142857143	0.125	0.25	0	0	0.25	0.375	0	2.625
1	Cone	d9h2	English Wikipedia	3	119	1	1	39.66666667	4.281553398	0	0.03361344538	0.218487395	0.2016806723	0	0.02521008403	0.1344537815	0	0.05882352941	0.01680672269	0	0.02521008403	0.0756302521	0.008403361345	0.0756302521	0.09243697479	0.03361344538	0	0.1764705882	0	0.008403361345	0	0.008403361345	0	0	0.03361344538	0	0.02521008403	0.04201680672	0.08403361345	0.1932773109	0	0	0	0	0	0.008403361345	0	0.008403361345	0	0	0	0	0	0.01680672269	0	0	0.1008403361	0	0.008403361345	0.02521008403	0	0.0756302521	0.02521008403	0.02521008403	0.03361344538	0	0	0	0.008403361345	0.008403361345	0.04201680672	0.04201680672	0	0.4660194175	1	0	0.8333333333	0.1666666667	0.4444444444	0.2222222222	0.2222222222	0.1111111111	0.5	0.5	1	1	0	0.7142857143	0.2857142857	0	0	0.2	0.8	3.333333333	1	11.9	3.23	21	7	6	0	0.05882352941	0.04201680672	0.03361344538	0.01680672269	0	0.0756302521	0.01680672269	0.02521008403	0.01680672269	0.01680672269	0	0	0.1680672269	0.01680672269	0	0	0.02521008403	0	0	0.04201680672	0	0	0.1008403361	0.02521008403	0.1344537815	0	0	0	0.01680672269	0	0.01680672269	0.008403361345	0.02521008403	0.03361344538	0.02521008403	0	0.04201680672	0.01680672269	1	0	0	1	4	1.5	0	0.25	0.75	0	0	0	0	0	1	1	0.3	0.7	0.1428571429	0.8571428571	0.1111111111	0	0	0.2222222222	0.2222222222	0.3333333333	0.1111111111	2.111111111
7	Confidence interval	d9h3	Specialised Encyclopaedia	4	139	1	1	34.75	4.776859504	0	0	0.3165467626	0.1366906475	0.007194244604	0.007194244604	0.1294964029	0.03597122302	0.02158273381	0	0	0	0.08633093525	0.01438848921	0.07913669065	0.1582733813	0.007194244604	0	0.2589928058	0	0	0	0	0	0	0.007194244604	0	0.02877697842	0.02158273381	0.04316546763	0.1366906475	0	0	0	0	0	0	0	0.02877697842	0.007194244604	0	0	0	0	0.03597122302	0	0	0.1726618705	0	0.02877697842	0.02877697842	0.007194244604	0.07913669065	0	0	0.02158273381	0	0	0	0	0	0	0.05755395683	0.03597122302	0.5950413223	0.3333333333	0.6666666667	0.75	0.25	0.25	0.4166666667	0.25	0.08333333333	0.3333333333	0.6666666667	1	1	0	0.6666666667	0.3333333333	0	0	0	1	3	0.75	11.58333333	3.299145299	19	4.75	6.75	0	0.1151079137	0.01438848921	0.03597122302	0.007194244604	0	0.07913669065	0	0.04316546763	0.01438848921	0.01438848921	0.007194244604	0	0.1366906475	0.02158273381	0	0	0.01438848921	0.007194244604	0	0.007194244604	0	0	0.1654676259	0	0.1366906475	0	0	0	0.04316546763	0	0.007194244604	0	0.02877697842	0.007194244604	0	0	0	0.09352517986	1	0	0	1	10	1.6	0.2	0	0.7	0	0.1	0.125	0	0	0.875	1.125	0.25	0.75	0	1	0.3333333333	0.1666666667	0	0.1666666667	0.25	0.08333333333	0	1.833333333
7	Confidence interval	d9hw	Simple Wikipedia	5	101	0	0	20.2	4.844444444	0	0.0495049505	0.2574257426	0.1782178218	0	0.009900990099	0.1089108911	0.009900990099	0.08910891089	0	0	0	0.05940594059	0.0297029703	0.06930693069	0.1287128713	0.009900990099	0	0.2277227723	0	0	0	0	0	0	0.009900990099	0	0.0495049505	0.05940594059	0.0396039604	0.1881188119	0	0	0	0	0	0.0198019802	0	0.009900990099	0	0	0	0	0	0.009900990099	0	0	0.1584158416	0	0.009900990099	0.0198019802	0	0.06930693069	0	0	0.0396039604	0	0	0	0	0	0.0495049505	0.0297029703	0.009900990099	0.5	1	0	0.8	0.2	0.6666666667	0.1666666667	0.1666666667	0	1	0	1	1	0	0.7777777778	0.2222222222	0	0	0.2857142857	0.7142857143	1.2	0.8	16.83333333	2.988235294	25	5	3.6	0	0.06930693069	0.0396039604	0.009900990099	0.0396039604	0	0.06930693069	0.0198019802	0.0396039604	0	0.0297029703	0.0198019802	0	0.1782178218	0.0198019802	0	0	0.0297029703	0.009900990099	0.009900990099	0.009900990099	0	0	0.1287128713	0	0.1089108911	0	0	0	0	0	0.0396039604	0	0.0495049505	0.009900990099	0	0	0.0396039604	0.0297029703	1	0	0	1	6	1.166666667	0.1666666667	0	0.8333333333	0	0	0.6666666667	0	0	0.3333333333	1.666666667	0.4444444444	0.5555555556	0	1	0.3333333333	0.6666666667	0	0	0	0	0	3.333333333
7	Confidence interval	d9h2	English Wikipedia	6	117	1	1	19.5	5.12745098	0	0	0.3162393162	0.1794871795	0	0.008547008547	0.1282051282	0	0.04273504274	0	0	0.008547008547	0.08547008547	0.02564102564	0.08547008547	0.1111111111	0.008547008547	0	0.2735042735	0	0	0	0	0	0	0.008547008547	0	0.05128205128	0.05128205128	0.05982905983	0.188034188	0	0	0	0	0	0.008547008547	0	0.008547008547	0	0	0	0	0	0.01709401709	0	0	0.1367521368	0	0.008547008547	0.008547008547	0	0.08547008547	0.008547008547	0	0.04273504274	0	0	0	0	0	0	0.04273504274	0	0.5588235294	1	0	0.625	0.375	0.5	0.2	0.3	0	1	0	1	1	0	0.8	0.2	0	0	0.25	0.75	1.833333333	1	10.63636364	2.729166667	16	2.666666667	3.833333333	0	0.06837606838	0.05128205128	0.04273504274	0.008547008547	0	0.09401709402	0.01709401709	0.04273504274	0.008547008547	0.02564102564	0	0	0.1794871795	0.02564102564	0	0	0.01709401709	0	0	0.01709401709	0	0	0.1196581197	0	0.1282051282	0	0	0	0.008547008547	0	0.008547008547	0	0.05128205128	0.008547008547	0.008547008547	0	0	0.06837606838	1	0	0	1	8	1	0	0	1	0	0	0	0	0	1	1	0.5454545455	0.4545454545	0.2	0.8	0.4	0	0	0.2	0.1	0.3	0	1.8
9	Deformation	e3rw	Simple Wikipedia	3	74	0	0	24.66666667	4.879310345	0	0	0.3243243243	0.09459459459	0	0.04054054054	0.2162162162	0	0.06756756757	0	0	0	0.08108108108	0	0.02702702703	0.1081081081	0.04054054054	0	0.2567567568	0	0	0	0	0	0	0.04054054054	0	0.04054054054	0.04054054054	0.09459459459	0.09459459459	0	0	0	0	0	0.02702702703	0	0.04054054054	0.01351351351	0	0	0	0	0.02702702703	0	0	0.1081081081	0	0.04054054054	0.02702702703	0	0.02702702703	0	0.02702702703	0.01351351351	0	0	0	0.01351351351	0	0	0.06756756757	0	0.5517241379	1	0	0.6666666667	0.3333333333	0.1666666667	0.3333333333	0.3333333333	0.1666666667	0.5	0.5	1	1	0	0.8	0.2	0	0	0.5	0.5	2.666666667	1	9.25	3.545454545	21	7	3.666666667	0	0.06756756757	0.06756756757	0.01351351351	0.01351351351	0	0.04054054054	0.02702702703	0.04054054054	0	0	0	0	0.09459459459	0	0	0	0.02702702703	0	0	0.09459459459	0	0	0.1216216216	0.02702702703	0.2162162162	0	0	0	0.02702702703	0	0.01351351351	0	0.04054054054	0.04054054054	0.01351351351	0	0	0.01351351351	1	0	0	1	5	1	0	0	1	0	0	0	0	0	1	1	0.5	0.5	0.3333333333	0.6666666667	0.3333333333	0	0	0.3333333333	0	0.3333333333	0	1.666666667
9	Deformation	e3r2	English Wikipedia	5	99	0	0	19.8	4.755555556	0	0.0101010101	0.3131313131	0.1414141414	0	0.0101010101	0.09090909091	0.0101010101	0.07070707071	0	0	0	0.0404040404	0	0.08080808081	0.202020202	0.0303030303	0	0.2727272727	0	0	0	0	0	0	0.0303030303	0	0.05050505051	0.0303030303	0.0303030303	0.1414141414	0	0.0303030303	0	0	0	0.0101010101	0	0	0	0	0	0	0	0.0101010101	0	0	0.202020202	0	0	0.0101010101	0	0.08080808081	0	0.0101010101	0.0202020202	0	0	0	0	0.0101010101	0.0101010101	0.0404040404	0.0101010101	0.5	1	0	0.6666666667	0.3333333333	0.5	0.25	0.25	0	1	0	1	1	0	0.8571428571	0.1428571429	0	0	0.6666666667	0.3333333333	1.6	1	12.375	2.541176471	20	4	4.4	0	0.1313131313	0.05050505051	0	0.0202020202	0	0.07070707071	0.0101010101	0.07070707071	0	0	0	0	0.1414141414	0.0101010101	0	0	0.0404040404	0	0	0.0303030303	0	0	0.202020202	0.0101010101	0.09090909091	0	0	0	0	0	0.0101010101	0	0.05050505051	0.0303030303	0	0	0.0101010101	0.0202020202	1	0	0	0	7	1.857142857	0	0.4285714286	0.5714285714	0	0	0	0	0	1	1	0.7142857143	0.2857142857	0	1	0	0	0	0	0.25	0.75	0	2.5
9	Deformation	e3r3	Specialised Encyclopaedia	3	75	0	0	25	5.558823529	0	0	0.24	0.16	0	0.01333333333	0.09333333333	0.02666666667	0.04	0.01333333333	0	0	0.09333333333	0	0.1466666667	0.16	0.01333333333	0	0.1466666667	0	0.01333333333	0	0	0	0	0.01333333333	0	0.04	0.01333333333	0	0.16	0	0	0	0	0	0.01333333333	0	0.02666666667	0	0	0	0	0	0.01333333333	0	0	0.16	0	0.02666666667	0.02666666667	0	0.1466666667	0	0.01333333333	0.05333333333	0	0	0	0.01333333333	0	0	0.09333333333	0.02666666667	0.5588235294	1	0	1	0	0.5714285714	0.1428571429	0.1428571429	0.1428571429	1	0	1	1	0	0.6666666667	0.3333333333	0	0	0.5	0.5	2.666666667	0.6666666667	9.375	2.707692308	15	5	5.333333333	0	0.12	0.02666666667	0.01333333333	0.01333333333	0	0.16	0.01333333333	0.04	0	0.01333333333	0.01333333333	0	0.16	0.02666666667	0	0	0.01333333333	0	0	0.01333333333	0.01333333333	0	0.1733333333	0.01333333333	0.09333333333	0	0	0	0	0	0.01333333333	0	0.04	0.01333333333	0	0	0	0.01333333333	1	0	0	1	6	1.5	0.1666666667	0.1666666667	0.6666666667	0	0	0	0	0	1	1	0.2857142857	0.7142857143	0.2	0.8	0.2857142857	0	0	0.2857142857	0.2857142857	0.1428571429	0	1.285714286
9	Elasticity	3oq2	English Wikipedia	4	80	0	0	20	4.648648649	0	0.0375	0.2375	0.1125	0	0.0375	0.075	0.0125	0.1125	0.0375	0	0	0.1125	0.025	0.075	0.075	0.05	0	0.1875	0.0125	0.025	0	0	0	0	0.05	0	0.05	0.05	0.025	0.1125	0	0.025	0	0	0	0.0375	0	0	0.0125	0	0	0	0	0.0125	0	0	0.1	0	0	0.0625	0	0.075	0	0	0.0375	0	0.025	0.0375	0	0	0	0.05	0.0125	0.5135135135	1	0	0.75	0.25	0.3333333333	0.1111111111	0.1111111111	0.4444444444	1	0	1	1	0	0.8888888889	0.1111111111	0	0	0.625	0.375	2.5	1	8	2.7	24	6	3.5	0	0.0125	0.075	0.0125	0.0375	0	0.0625	0.0375	0.0625	0.0375	0.0875	0.0125	0.0375	0.1125	0.025	0	0	0.0375	0	0	0.05	0	0	0.0875	0	0.075	0	0	0	0	0	0.0375	0	0.05	0.05	0	0	0	0	1	0	0	1	1	1	0	0	1	0	0	0	0	0	1	1	0.4	0.6	0.1666666667	0.8333333333	0.3333333333	0.1111111111	0	0.1111111111	0	0.4444444444	0	2.444444444
9	Elasticity	3oqw	Simple Wikipedia	4	75	0	0	18.75	4.439393939	0	0.04	0.1866666667	0.12	0	0.05333333333	0.12	0.04	0.09333333333	0.02666666667	0	0	0.1466666667	0	0.05333333333	0.08	0.04	0	0.1733333333	0.01333333333	0.01333333333	0	0	0	0	0.04	0	0.05333333333	0.08	0.04	0.1333333333	0	0	0	0	0	0.01333333333	0	0.01333333333	0.01333333333	0	0	0	0	0.01333333333	0	0	0.08	0	0.01333333333	0.02666666667	0	0.05333333333	0	0	0.06666666667	0	0.02666666667	0.01333333333	0.04	0	0.02666666667	0.01333333333	0.04	0.5303030303	1	0	0.7777777778	0.2222222222	0.4545454545	0.09090909091	0.3636363636	0.09090909091	0.5	0.5	1	0.8	0.2	0.8571428571	0.1428571429	0	0	0.1666666667	0.8333333333	2.75	1	6.818181818	2.5	14	3.5	3.5	0	0.02666666667	0.08	0	0.04	0	0.04	0.01333333333	0.05333333333	0.01333333333	0.01333333333	0.04	0.04	0.12	0	0	0	0.04	0.02666666667	0	0.04	0.01333333333	0	0.09333333333	0	0.12	0	0	0	0	0	0.02666666667	0	0.05333333333	0.04	0	0	0.05333333333	0.01333333333	1	0	0	0	2	1	0	0	1	0	0	0.5	0	0	0.5	1.5	0.4	0.6	0.3333333333	0.6666666667	0.2727272727	0.1818181818	0.09090909091	0.09090909091	0.09090909091	0.2727272727	0	2.636363636
9	Elasticity	3oq3	Specialised Encyclopaedia	4	114	1	1	28.5	5.029411765	0.008771929825	0.01754385965	0.298245614	0.1842105263	0	0.01754385965	0.1052631579	0.008771929825	0.02631578947	0.008771929825	0	0.01754385965	0.05263157895	0	0.06140350877	0.1578947368	0.0350877193	0	0.2105263158	0.008771929825	0	0	0	0.008771929825	0	0.0350877193	0	0.0350877193	0.04385964912	0.05263157895	0.1842105263	0	0	0	0	0	0	0	0	0	0.01754385965	0	0	0	0.01754385965	0	0	0.1578947368	0	0	0	0	0.06140350877	0.01754385965	0.01754385965	0.01754385965	0	0	0	0	0	0.01754385965	0.08771929825	0.008771929825	0.4901960784	1	0	0.5	0.5	0.3333333333	0.3333333333	0.3333333333	0	1	0	1	1	0	1	0	0	0	0	1	1.75	0.75	16.28571429	2.653061224	13	3.25	4.5	0	0.1140350877	0.02631578947	0.01754385965	0.01754385965	0	0.06140350877	0	0.0350877193	0.008771929825	0	0	0.008771929825	0.1842105263	0	0	0	0.008771929825	0	0.008771929825	0.05263157895	0	0	0.1666666667	0.01754385965	0.1052631579	0	0	0	0.01754385965	0	0.01754385965	0	0.0350877193	0.0350877193	0.01754385965	0.008771929825	0.01754385965	0.01754385965	1	0	0.5	0.5	9	1.333333333	0.3333333333	0	0.6666666667	0	0	0	0	0	1	1	0.4285714286	0.5714285714	0	1	0.3333333333	0.1666666667	0.1666666667	0	0.1666666667	0.1666666667	0	2.833333333
4	Function	r7h2	English Wikipedia	3	90	0	0	30	4.37037037	0	0.02222222222	0.3111111111	0.2	0	0.02222222222	0.1	0	0.03333333333	0	0	0.01111111111	0.03333333333	0	0.08888888889	0.1555555556	0.02222222222	0	0.2333333333	0	0	0	0	0	0	0.02222222222	0	0.03333333333	0.04444444444	0.04444444444	0.2	0	0.01111111111	0	0	0	0	0	0.01111111111	0	0	0	0	0	0	0	0	0.1555555556	0	0.01111111111	0	0	0.08888888889	0.01111111111	0.02222222222	0.01111111111	0	0	0	0	0	0.02222222222	0.07777777778	0	0.5061728395	1	0	0.3333333333	0.6666666667	0.3333333333	0	0.6666666667	0	1	0	1	1	0	1	0	0	0	0.3333333333	0.6666666667	2	1	15	2.858974359	37	12.33333333	6	0	0.1111111111	0.05555555556	0.02222222222	0	0	0.1	0	0.03333333333	0	0	0	0	0.2	0	0	0	0.03333333333	0	0	0.03333333333	0	0	0.1555555556	0.02222222222	0.1	0	0	0	0.02222222222	0	0	0	0.03333333333	0.02222222222	0.01111111111	0	0.02222222222	0.02222222222	1	0	0	1	9	1.111111111	0.1111111111	0	0.8888888889	0	0	0	0	0	1	1	0.6	0.4	0	1	0.3333333333	0	0	0.3333333333	0	0.3333333333	0	1.666666667
